sample_name	Chr	Start	End	cn_2	cn_3	cn_segments	image_path	label	shatterSeek_label	shatterSeek_label_TorF
AOCS-005	18	56378430.0	67139124.0	10.0	17.0	48.0	HC_page_141_part_1.png	1	1	1
RK297	9	9687693.0	31438879.0	6.0	9.0	9.0	LC_page_110_part_2.png	1	1	1
MELA-0160	9	80306032.0	139519485.0	13.0	15.0	43.0	HC_page_237_part_3.png	1	1	1
CGP_donor_1347737	13	25444057.0	108478748.0	4.0	6.0	41.0	LC_page_35_part_3.png	1	1	1
RK191	4	9755982.0	47376821.0	5.0	13.0	44.0	LC_page_106_part_3.png	1	1	1
cb622cd6-776d-4681-8a67-4addd61c66b8	7	75111917.0	159113377.0	6.0	6.0	71.0	LC_page_209_part_3.png	1	1	1
ICGC_0214	1	196999875.0	239097447.0	11.0	11.0	11.0	HC_page_159_part_4.png	1	1	1
e4fc0909-f284-4471-866d-d8967b6adcbc	12	6511073.0	132672448.0	15.0	19.0	27.0	D3_page_33_part_2.png	0	0	1
CGP_donor_1347751	8	30557729.0	121251839.0	11.0	20.0	41.0	HC_page_33_part_1.png	1	1	1
5ed024e8-d05e-4c65-9441-eda9930ccc82	17	26864514.0	75974296.0	7.0	11.0	20.0	D3_page_20_part_4.png	0	0	1
MELA-0066	14	71471614.0	102112284.0	4.0	6.0	12.0	D3_page_128_part_4.png	0	0	1
RK148	5	42562425.0	154180295.0	11.0	11.0	11.0	D3_page_65_part_4.png	0	0	1
PCSI_0297	17	16438476.0	80055892.0	8.0	10.0	73.0	HC_page_176_part_2.png	1	1	1
b809c2f2-185c-496a-a1d4-589294443a1d	19	1021778.0	54719797.0	5.0	9.0	30.0	LC_page_92_part_1.png	1	1	1
8cb0144b-be6b-40a1-86a2-708f96d9b615	17	17470449.0	77164988.0	12.0	12.0	19.0	D3_page_143_part_3.png	0	0	1
CGP_donor_1528364	4	161515724.0	190840263.0	11.0	12.0	65.0	HC_page_16_part_3.png	1	1	1
RK176	5	99356960.0	113044705.0	5.0	5.0	5.0	LC_page_106_part_1.png	1	1	1
CGP_donor_GC00020	10	56498962.0	102820511.0	3.0	5.0	24.0	D4_page_61_part_4.png	0	0	1
9fefbe7c-f66a-4940-843e-285cb7b392c1	5	74688832.0	80707030.0	6.0	11.0	25.0	D3_page_25_part_3.png	0	0	1
7ce09a09-074e-4f38-bed7-98ab34347fbe	3	120763840.0	170508368.0	5.0	5.0	19.0	LC_page_189_part_4.png	1	1	1
CGP_donor_1374618	11	26862299.0	100822979.0	36.0	39.0	39.0	HC_page_37_part_3.png	1	1	1
OCCAMS-AH-174	17	1185559.0	19439852.0	4.0	5.0	31.0	LC_page_80_part_4.png	1	1	1
ef4cbd38-bc79-4d60-a715-647edd2ebe9e	21	32373739.0	47753333.0	5.0	8.0	45.0	LC_page_65_part_1.png	1	1	1
4fe004e5-49f9-4336-a690-6ebad512c813	8	64418681.0	134574191.0	11.0	16.0	16.0	HC_page_225_part_1.png	1	1	1
BTCA_donor_A096	18	18873445.0	62863653.0	4.0	4.0	16.0	LC_page_1_part_2.png	1	1	1
ICGC_0326	12	73647749.0	128290868.0	7.0	7.0	14.0	HC_page_161_part_3.png	1	1	1
566792ae-f853-4a47-856d-f02cdcfcb18a	10	109264246.0	123915303.0	8.0	14.0	16.0	HC_page_54_part_3.png	1	1	1
BTCA_donor_B083	18	22541678.0	77433482.0	5.0	5.0	16.0	LC_page_2_part_3.png	1	1	1
60879669-96c2-4710-82e0-0ae9d0e5b242	16	57284825.0	84641398.0	9.0	10.0	10.0	D3_page_142_part_3.png	0	0	1
7ce09a09-074e-4f38-bed7-98ab34347fbe	7	61559135.0	158613296.0	10.0	11.0	49.0	HC_page_250_part_2.png	1	1	1
ICGC_0108	7	2398212.0	48791277.0	8.0	8.0	8.0	HC_page_157_part_1.png	1	1	1
CGP_donor_1397077	18	26924845.0	64011244.0	4.0	7.0	21.0	LC_page_9_part_4.png	1	1	1
CGP_donor_1199138	11	64326051.0	80060406.0	5.0	5.0	56.0	LC_page_32_part_2.png	1	1	1
d6f7afc0-1558-43ad-acb1-2b5311ed2264	13	65488647.0	114881095.0	5.0	8.0	93.0	LC_page_59_part_2.png	1	1	1
376dfd27-68e8-4a1a-9c4f-5064279b2a9e	14	29694281.0	42596449.0	4.0	5.0	9.0	LC_page_120_part_4.png	1	1	1
ea0e5ae7-1f15-4504-aea3-efd1f6733304	1	145025792.0	241989428.0	5.0	6.0	228.0	HC_page_277_part_3.png	1	1	1
6dfd47d2-831a-4386-9051-f78199a16bb5	21	15568990.0	47382700.0	5.0	7.0	23.0	LC_page_112_part_3.png	1	1	1
440375d7-cdcd-418a-8992-0a8ca42d290d	4	15852769.0	177944792.0	14.0	16.0	45.0	D3_page_52_part_4.png	0	0	1
A17-0095_CRUK_PC_0095	7	740003.0	154793672.0	22.0	22.0	58.0	D3_page_122_part_2.png	0	0	1
ICGC_0300	1	41444007.0	240774472.0	8.0	13.0	59.0	HC_page_160_part_4.png	1	1	1
EOPC-021	1	5717619.0	90237612.0	12.0	12.0	12.0	HC_page_186_part_4.png	1	1	1
ITNET-1047	9	29933578.0	36500038.0	4.0	7.0	18.0	LC_page_164_part_3.png	1	1	1
CGP_donor_1691214	X	48348455.0	150018347.0	7.0	8.0	166.0	HC_page_26_part_1.png	1	1	1
PCSI_0261	18	8939813.0	74242436.0	15.0	18.0	33.0	HC_page_173_part_3.png	1	1	1
RK067	4	79658323.0	144578032.0	3.0	4.0	26.0	D4_page_32_part_1.png	0	0	1
OCCAMS-AH-047	22	46434583.0	50985112.0	6.0	13.0	13.0	LC_page_76_part_1.png	1	1	1
5f6df69c-4ebf-4811-8b28-ad393dfbe1a3	18	69402625.0	77693227.0	20.0	20.0	20.0	HC_page_248_part_2.png	1	1	1
e37cae9e-0656-4b89-b326-739a5cc859e0	3	374952.0	134097822.0	4.0	7.0	42.0	LC_page_210_part_2.png	1	1	1
d6f7afc0-1558-43ad-acb1-2b5311ed2264	6	105302877.0	111874190.0	4.0	9.0	35.0	LC_page_59_part_1.png	1	1	1
adc853b1-b8bf-488c-a1e2-e95603459b55	1	82323412.0	119584894.0	8.0	8.0	13.0	HC_page_135_part_1.png	1	1	1
7dcc809b-e33a-4453-b92a-c00786f48cb0	8	23266791.0	145185294.0	6.0	12.0	34.0	D4_page_46_part_3.png	0	0	1
AOCS-078	19	8041336.0	44146426.0	3.0	7.0	43.0	D4_page_40_part_2.png	0	0	1
76cc1d42-acec-46b3-9663-5e4de2550353	2	182474699.0	242863436.0	42.0	47.0	47.0	HC_page_249_part_1.png	1	1	1
EOPC-022	2	25811734.0	39390809.0	4.0	4.0	4.0	LC_page_165_part_1.png	1	1	1
CGP_donor_1230729	X	108395802.0	120251740.0	7.0	7.0	7.0	HC_page_44_part_3.png	1	1	1
CGP_donor_1456607	X	144433858.0	145805852.0	6.0	8.0	8.0	LC_page_37_part_3.png	1	1	1
f6e1ec78-5ad9-4879-9b7e-262d17b166ad	17	26949478.0	66253676.0	4.0	5.0	81.0	LC_page_62_part_2.png	1	1	1
HX17	11	19730216.0	113168096.0	7.0	7.0	7.0	D3_page_61_part_1.png	0	0	1
CGP_donor_1503156	15	23149223.0	92319473.0	14.0	16.0	40.0	HC_page_41_part_4.png	1	1	1
457cca7c-a8b4-414e-a3c0-7fccf0ee2034	19	8778812.0	22442312.0	9.0	19.0	19.0	HC_page_106_part_4.png	1	1	1
CGP_donor_1374617	8	809654.0	92053762.0	11.0	23.0	23.0	HC_page_37_part_2.png	1	1	1
BTCA_donor_B070	19	8183835.0	57827516.0	8.0	15.0	67.0	HC_page_1_part_2.png	1	1	1
4147968	12	47913057.0	127394426.0	12.0	13.0	18.0	HC_page_140_part_1.png	1	1	1
9938ce5c-e74e-446e-a932-f096f85cc3b1	3	8619684.0	170470349.0	5.0	5.0	5.0	LC_page_53_part_3.png	1	1	1
a01a350d-64be-4af3-91c3-7d681c3db11d	1	150504464.0	246161534.0	17.0	60.0	65.0	HC_page_253_part_4.png	1	1	1
MELA-0009	20	50318897.0	61655152.0	9.0	14.0	18.0	HC_page_231_part_2.png	1	1	1
CPCG0206	5	7327241.0	94584506.0	11.0	17.0	17.0	HC_page_197_part_2.png	1	1	1
OCCAMS-WG-008	3	9406366.0	148985299.0	9.0	36.0	36.0	D3_page_47_part_1.png	0	1	0
c364e81c-eb1e-4870-ab37-9c661f5f2e3d	12	56913152.0	101125708.0	5.0	8.0	81.0	LC_page_57_part_1.png	1	1	1
0091_CRUK_PC_0091	3	69780654.0	86522449.0	23.0	27.0	27.0	D3_page_118_part_4.png	0	1	0
CGP_donor_1691150	18	19084928.0	61967083.0	16.0	27.0	27.0	HC_page_9_part_3.png	1	1	1
096b4f32-10c1-4737-a0dd-cae04c54ee33	13	42975600.0	107442606.0	10.0	10.0	10.0	D3_page_1_part_2.png	0	0	1
4cdb18f5-47bf-475f-b34c-fa4912515268	8	60910863.0	74776226.0	3.0	5.0	29.0	D4_page_55_part_2.png	0	0	1
CPCG0342	2	61542346.0	65123885.0	6.0	6.0	6.0	LC_page_170_part_4.png	1	1	1
283776cd-32e8-4a79-bed1-1411c9d3a9e0	9	1273053.0	106799638.0	4.0	8.0	63.0	LC_page_205_part_3.png	1	1	1
d6f7afc0-1558-43ad-acb1-2b5311ed2264	8	37191389.0	43639589.0	4.0	6.0	17.0	D3_page_30_part_3.png	0	0	1
CGP_donor_1364033	6	57399664.0	170784376.0	7.0	14.0	94.0	HC_page_35_part_4.png	1	1	1
1f6b2aca-7357-40d1-ba7a-99227d9900a2	6	47045197.0	150310817.0	9.0	14.0	26.0	D3_page_72_part_1.png	0	1	0
c435627c-159d-4a6d-a819-30abac24bf4d	13	49228433.0	103426671.0	11.0	15.0	15.0	D3_page_101_part_1.png	0	0	1
PCSI_0468	9	5835505.0	36865594.0	5.0	12.0	12.0	LC_page_163_part_1.png	1	1	1
CGP_donor_1347742	17	29361754.0	67397898.0	4.0	8.0	68.0	LC_page_20_part_2.png	1	1	1
ICGC_0134	22	18019664.0	28052500.0	8.0	18.0	18.0	HC_page_158_part_2.png	1	1	1
CPCG0040	4	66000602.0	188117670.0	13.0	19.0	19.0	HC_page_189_part_2.png	1	1	1
RK061	7	1738702.0	57285072.0	6.0	9.0	28.0	LC_page_99_part_2.png	1	1	1
2a84997d-ccee-4f46-bea2-752534f26416	9	38002140.0	140385138.0	21.0	29.0	73.0	HC_page_51_part_4.png	1	1	1
PCSI_0284	2	125112849.0	242849922.0	18.0	45.0	46.0	HC_page_174_part_4.png	1	1	1
RK003	17	35358262.0	80803775.0	5.0	5.0	24.0	LC_page_98_part_3.png	1	1	1
CGP_donor_GC00047	1	26335498.0	206855061.0	5.0	11.0	24.0	D4_page_62_part_4.png	0	0	1
PCSI_0354	18	4121150.0	73576993.0	10.0	10.0	10.0	HC_page_179_part_4.png	1	1	1
CGP_donor_GC00054	1	20036804.0	231461837.0	5.0	11.0	67.0	D3_page_136_part_3.png	0	0	1
CGP_donor_1230755	5	31942233.0	93707021.0	7.0	7.0	7.0	HC_page_27_part_1.png	1	1	1
AOCS-155	2	116979827.0	242917384.0	16.0	21.0	40.0	HC_page_147_part_1.png	1	1	1
MELA-0070	17	38259169.0	65526580.0	9.0	13.0	30.0	HC_page_236_part_3.png	1	1	1
CGP_donor_1234124	20	14054448.0	51465273.0	7.0	7.0	7.0	HC_page_29_part_1.png	1	1	1
b58ad350-5140-4fa8-bc2c-24bca8395f3a	18	20248444.0	50278950.0	7.0	8.0	8.0	D3_page_28_part_3.png	0	1	0
3acf7438-fd65-442c-8a30-68b6714537f3	19	9401647.0	23672451.0	3.0	4.0	23.0	D4_page_29_part_4.png	0	0	1
CGP_donor_1503150	6	3658692.0	44465119.0	6.0	9.0	18.0	LC_page_27_part_4.png	1	1	1
493a4ff2-37a5-4b79-928d-83dbfe534556	4	144150885.0	190874076.0	9.0	16.0	29.0	HC_page_5_part_3.png	1	1	1
62379be5-13f0-474b-94d3-6f944ec4ee96	3	79636893.0	115666941.0	5.0	7.0	57.0	LC_page_136_part_3.png	1	1	1
CGP_donor_1337226	10	42502102.0	123920853.0	8.0	10.0	15.0	HC_page_31_part_2.png	1	1	1
93ed7a2b-b0cb-4a84-871f-5c34a0b6a640	12	44665062.0	82704891.0	6.0	6.0	12.0	LC_page_68_part_3.png	1	1	1
f6e1ec78-5ad9-4879-9b7e-262d17b166ad	11	59328137.0	82524424.0	4.0	5.0	77.0	LC_page_62_part_1.png	1	1	1
MELA-0012	7	32236661.0	117391259.0	7.0	15.0	97.0	HC_page_231_part_4.png	1	1	1
CGP_donor_1353429	11	39761387.0	78170654.0	4.0	5.0	55.0	LC_page_64_part_1.png	1	1	1
OCCAMS-WG-009	2	85478953.0	232558623.0	11.0	19.0	51.0	D3_page_47_part_3.png	0	1	0
0091_CRUK_PC_0091	18	8673012.0	67370977.0	5.0	7.0	8.0	LC_page_171_part_4.png	1	1	1
395babb3-3f5d-4e71-a675-af4443f23028	9	21616519.0	136467696.0	7.0	9.0	9.0	HC_page_131_part_2.png	1	1	1
ICGC_0521	4	131685289.0	183295953.0	5.0	16.0	16.0	LC_page_145_part_2.png	1	1	1
CPCG0199	3	162683867.0	169237872.0	11.0	11.0	11.0	HC_page_195_part_2.png	1	1	1
ea3a524b-6ee3-4904-8924-29fcaa20985c	2	9263222.0	242771262.0	12.0	19.0	103.0	HC_page_260_part_3.png	1	1	1
1557183c-aedd-4df6-b98a-3654667f7b69	4	155589998.0	190789670.0	5.0	14.0	14.0	LC_page_43_part_2.png	1	1	1
CPCG0098	X	26243883.0	91967097.0	10.0	10.0	10.0	HC_page_191_part_1.png	1	1	1
75113445-d2d6-44a0-866c-c9175e6d214b	10	54407919.0	63446307.0	5.0	10.0	109.0	LC_page_50_part_3.png	1	1	1
ICGC_0087	7	17124522.0	62387137.0	5.0	12.0	15.0	LC_page_140_part_4.png	1	1	1
7d8eab0a-e6c8-4449-9ebf-50c41db94a06	2	43615678.0	64237004.0	5.0	5.0	5.0	D3_page_36_part_3.png	0	0	1
CGP_donor_1691217	13	20312035.0	47194343.0	12.0	18.0	56.0	HC_page_26_part_3.png	1	1	1
39f68467-3d37-4b19-aa43-ed7b120c619d	3	4159559.0	20777597.0	5.0	7.0	61.0	LC_page_195_part_2.png	1	1	1
CGP_donor_1230724	17	6272054.0	47320751.0	4.0	5.0	30.0	LC_page_64_part_2.png	1	1	1
RK224	6	90149372.0	136906996.0	3.0	7.0	70.0	D4_page_33_part_2.png	0	0	1
RK282	12	1853016.0	122894996.0	4.0	4.0	4.0	LC_page_110_part_1.png	1	1	1
238111f9-a08b-49b4-9035-cc43026330e7	4	139483168.0	167110416.0	8.0	8.0	16.0	D3_page_130_part_1.png	0	1	0
MELA-0193	11	4690426.0	90534996.0	10.0	12.0	75.0	HC_page_240_part_3.png	1	1	1
098acb76-0bf5-44e5-bcae-f919cf5fa5e5	1	49064386.0	205747224.0	9.0	9.0	47.0	D3_page_91_part_3.png	0	1	0
CGP_donor_1691207	3	1488486.0	168477786.0	4.0	6.0	15.0	D4_page_4_part_1.png	0	0	1
084c6aec-94f7-4090-8f3f-59fa9e89721a	7	6161338.0	57778540.0	9.0	13.0	42.0	HC_page_48_part_2.png	1	1	1
BTCA_donor_Y008	22	21053371.0	41089205.0	4.0	11.0	12.0	LC_page_3_part_3.png	1	1	1
PCSI_0173	5	9311584.0	45281354.0	5.0	9.0	21.0	LC_page_152_part_4.png	1	1	1
0398eae1-7216-4595-80a5-6b117d96e070	21	14366223.0	44334417.0	6.0	10.0	20.0	LC_page_118_part_2.png	1	1	1
RK098	X	63781853.0	76077025.0	5.0	6.0	24.0	LC_page_102_part_3.png	1	1	1
d9dc3b59-613d-469e-8b4f-6c5a557eb26a	3	83571470.0	194744514.0	7.0	11.0	34.0	D3_page_31_part_1.png	0	1	0
566792ae-f853-4a47-856d-f02cdcfcb18a	11	76728327.0	84744117.0	5.0	8.0	18.0	LC_page_47_part_4.png	1	1	1
CPCG0331	3	5905087.0	156509264.0	9.0	21.0	27.0	HC_page_206_part_3.png	1	1	1
0aecac64-5982-4d76-8f31-958f6a00951d	13	30969347.0	99319808.0	8.0	8.0	8.0	D3_page_137_part_4.png	0	0	1
c991697f-77f9-412a-9bd1-0e47f7387cb2	17	25815792.0	62916421.0	5.0	9.0	70.0	LC_page_208_part_4.png	1	1	1
CGP_donor_1397260	6	38510448.0	42541219.0	5.0	12.0	12.0	LC_page_24_part_1.png	1	1	1
CPCG0196	2	71553010.0	204756130.0	5.0	5.0	5.0	LC_page_168_part_4.png	1	1	1
AOCS-096	19	12910667.0	55473944.0	5.0	9.0	43.0	LC_page_131_part_2.png	1	1	1
bf15f7ad-9d92-473b-91d1-f24aa373ab97	7	147214684.0	153396315.0	5.0	7.0	19.0	LC_page_115_part_1.png	1	1	1
RK279	1	30955993.0	118910093.0	5.0	5.0	15.0	LC_page_4_part_3.png	1	1	1
441919eb-8c9f-478c-bda3-8de4f8295e8a	19	2541887.0	11552300.0	3.0	5.0	30.0	D4_page_12_part_3.png	0	0	1
CGP_donor_1528371	13	103350092.0	106906740.0	7.0	7.0	12.0	HC_page_18_part_2.png	1	1	1
43abe847-4ba7-466e-8283-5d7b80b999a7	8	30016639.0	108126673.0	5.0	7.0	82.0	LC_page_121_part_3.png	1	1	1
d3d545b3-457f-4389-821f-704cb24aff7f	8	67453419.0	86357134.0	5.0	6.0	20.0	LC_page_57_part_3.png	1	1	1
ICGC_0224	14	61112011.0	65419128.0	5.0	9.0	9.0	LC_page_143_part_1.png	1	1	1
PCSI_0111	1	224736774.0	247023067.0	7.0	8.0	17.0	HC_page_170_part_1.png	1	1	1
CGP_donor_1199104	2	122442175.0	191880486.0	6.0	8.0	26.0	LC_page_29_part_3.png	1	1	1
CPCG0268	1	156391329.0	161122378.0	10.0	20.0	20.0	HC_page_205_part_4.png	1	1	1
RK101	11	69040190.0	120528008.0	5.0	7.0	92.0	LC_page_103_part_2.png	1	1	1
e2d395f8-bf13-4fe4-8031-683b0eedd875	5	52372824.0	60181728.0	4.0	4.0	6.0	D3_page_38_part_1.png	0	0	1
ICGC_0103	13	20741975.0	20956570.0	6.0	7.0	8.0	LC_page_141_part_2.png	1	1	1
RK098	8	61570001.0	124934583.0	11.0	13.0	13.0	HC_page_118_part_1.png	1	1	1
CPCG0407	4	127348851.0	137036859.0	9.0	9.0	9.0	HC_page_214_part_1.png	1	1	1
b97bf89a-7a85-4eef-ae7e-f787aead1f0a	5	8856070.0	26153658.0	6.0	8.0	13.0	LC_page_56_part_2.png	1	1	1
CGP_donor_1503020	7	23638008.0	149260298.0	13.0	17.0	34.0	HC_page_40_part_4.png	1	1	1
aeb6a3a6-b57a-4c53-90e6-e833777dd2a1	18	23409571.0	39483311.0	13.0	13.0	13.0	HC_page_60_part_2.png	1	1	1
70e306ee-9584-49d6-81a1-a49d837ab6aa	8	48323075.0	117143870.0	5.0	8.0	70.0	LC_page_91_part_4.png	1	1	1
0398eae1-7216-4595-80a5-6b117d96e070	18	1190790.0	67995083.0	6.0	7.0	46.0	LC_page_118_part_1.png	1	1	1
OCCAMS-AH-108	21	19802561.0	41893624.0	5.0	10.0	10.0	LC_page_77_part_4.png	1	1	1
CGP_donor_1347751	2	11684173.0	217099835.0	30.0	56.0	56.0	D3_page_5_part_4.png	0	0	1
f0a326d2-1f3e-4a5d-bca8-32aaccc52338	18	24492930.0	66759172.0	13.0	15.0	37.0	HC_page_136_part_3.png	1	1	1
RK085	8	87033701.0	105868006.0	4.0	5.0	20.0	LC_page_100_part_4.png	1	1	1
5bc515c8-7727-4d69-98e9-31bbcb748550	X	92816571.0	93649590.0	14.0	16.0	18.0	D3_page_131_part_2.png	0	1	0
OCCAMS-WG-019	8	11621919.0	129269031.0	7.0	13.0	56.0	HC_page_97_part_3.png	1	1	1
8e00e7e7-ffaf-44f0-91a7-172671f18e08	17	26926287.0	80606072.0	4.0	7.0	7.0	LC_page_74_part_3.png	1	1	1
359f12f9-5c41-48a4-85bc-fd7e307bf7d8	1	150066880.0	242290225.0	7.0	7.0	21.0	HC_page_53_part_1.png	1	1	1
f87c6dcc-1a9e-4df5-962c-1f946e2611f8	10	4835843.0	86898602.0	9.0	19.0	32.0	HC_page_84_part_1.png	1	1	1
CGP_donor_1691210	12	66698784.0	98376745.0	11.0	21.0	55.0	HC_page_24_part_1.png	1	1	1
0c1a2e7d-e7e4-481e-a012-ef214c444497	10	56404122.0	134361570.0	7.0	10.0	10.0	D3_page_93_part_3.png	0	0	1
AOCS-005	1	39408895.0	45738519.0	4.0	11.0	33.0	D4_page_38_part_4.png	0	0	1
1f6b2aca-7357-40d1-ba7a-99227d9900a2	21	14740825.0	17506648.0	5.0	6.0	12.0	LC_page_119_part_4.png	1	1	1
RK280	12	69541748.0	115904220.0	5.0	8.0	14.0	LC_page_109_part_4.png	1	1	1
PCSI_0472	10	28947349.0	34511968.0	13.0	18.0	18.0	HC_page_182_part_1.png	1	1	1
AOCS-165	5	56289678.0	56503515.0	4.0	4.0	4.0	D3_page_88_part_3.png	0	0	1
ICGC_0392	12	25014211.0	58344707.0	7.0	17.0	35.0	HC_page_162_part_2.png	1	1	1
f0787165-6f58-4d67-b510-928eea2c4882	1	146473725.0	244991894.0	9.0	10.0	70.0	HC_page_64_part_3.png	1	1	1
76cc1d42-acec-46b3-9663-5e4de2550353	4	176289985.0	190678345.0	18.0	18.0	18.0	HC_page_249_part_2.png	1	1	1
c039014f-821c-43d6-9d3c-914f9c8d98fa	2	50901965.0	229972547.0	15.0	36.0	36.0	HC_page_226_part_3.png	1	1	1
b60f22ac-a659-4f33-b01d-820e86a9a5c9	19	12718468.0	44715346.0	6.0	10.0	10.0	LC_page_212_part_2.png	1	1	1
CGP_donor_GC00047	5	6115950.0	152429287.0	6.0	10.0	19.0	LC_page_203_part_2.png	1	1	1
440375d7-cdcd-418a-8992-0a8ca42d290d	22	17910494.0	50713692.0	17.0	17.0	23.0	D3_page_54_part_3.png	0	0	1
RK195	2	9090277.0	240897263.0	9.0	11.0	11.0	D3_page_67_part_4.png	0	0	1
9c9b53e5-cdbe-4510-a839-4a3b5039681b	3	9549122.0	195919822.0	7.0	15.0	41.0	HC_page_259_part_2.png	1	1	1
5c127332-5ca0-45f1-a5ac-4876ad94e491	1	19995601.0	44453593.0	5.0	8.0	44.0	LC_page_136_part_1.png	1	1	1
ICGC_0502	5	23468779.0	45905623.0	5.0	5.0	5.0	LC_page_145_part_1.png	1	1	1
AOCS-142	8	35024834.0	35538986.0	4.0	11.0	17.0	LC_page_133_part_1.png	1	1	1
7f9031da-124a-4a38-83e6-878a50e58c24	3	94022172.0	188180159.0	5.0	9.0	9.0	LC_page_191_part_4.png	1	1	1
c039014f-821c-43d6-9d3c-914f9c8d98fa	21	16364103.0	29777341.0	12.0	12.0	12.0	HC_page_227_part_3.png	1	1	1
8afa3140-dcbd-44c0-ab13-4ada6a0444d4	9	2531011.0	138963230.0	8.0	15.0	20.0	D3_page_59_part_1.png	0	0	1
CGP_donor_1374616	19	34372322.0	59071044.0	5.0	8.0	31.0	LC_page_23_part_2.png	1	1	1
OCCAMS-SH-020	3	168692440.0	170511890.0	3.0	4.0	19.0	D4_page_25_part_4.png	0	0	1
OCCAMS-AH-135	11	41887275.0	103067905.0	10.0	10.0	19.0	D3_page_40_part_3.png	0	1	0
HX28	2	3659186.0	184750659.0	15.0	26.0	26.0	HC_page_112_part_1.png	1	1	1
9c274536-3ca1-4f0e-93a8-1688074d862f	17	11629450.0	33500976.0	6.0	7.0	34.0	LC_page_8_part_1.png	1	1	1
4bbdbe77-f3cb-4b64-9826-72debb734784	2	85528204.0	99868582.0	4.0	4.0	4.0	D3_page_55_part_2.png	0	0	1
PCSI_0015	1	3415964.0	191894581.0	13.0	18.0	30.0	D3_page_105_part_3.png	0	1	0
9f6be944-83de-42ab-8738-f0022f475e61	8	6488297.0	144963441.0	7.0	10.0	61.0	D3_page_25_part_1.png	0	0	1
5ed024e8-d05e-4c65-9441-eda9930ccc82	9	66454886.0	110368911.0	8.0	8.0	14.0	D3_page_19_part_2.png	0	1	0
5dd69c3e-9a3d-450c-9f10-10b4d6daeeba	6	62617511.0	70840186.0	9.0	9.0	9.0	HC_page_225_part_4.png	1	1	1
6b189eff-b919-49d6-8775-dbf32c9ccbba	5	82214.0	43509706.0	6.0	8.0	196.0	HC_page_266_part_1.png	1	1	1
35cb7841-9b09-465a-90c5-e3b8a9faad49	18	4223387.0	49884307.0	27.0	40.0	40.0	HC_page_126_part_1.png	1	1	1
7dce4215-01f6-43e9-9378-9e22c26c23a2	3	10044478.0	169928464.0	7.0	10.0	10.0	D3_page_147_part_4.png	0	0	1
700e91bb-d675-41b2-bbbd-935767c7b447	15	35363568.0	100501028.0	9.0	15.0	15.0	D3_page_97_part_2.png	0	0	1
HX28	X	10674156.0	36219064.0	9.0	9.0	9.0	HC_page_112_part_3.png	1	1	1
