sample_name	Chr	Start	End	cn_2	cn_3	cn_segments	image_path	label	shatterSeek_label	shatterSeek_label_TorF
7b982d5e-3a7d-40ac-bd25-6044c62879b6	10	89028540	98045877	5	7	8	D3_page_72_part_3.png	0	0	1
PCSI_0353	6	31811163	53484589	5	17	17	LC_page_160_part_2.png	1	1	1
MELA-0076	14	24748061	58748685	10	24	24	HC_page_237_part_2.png	1	1	1
OCCAMS-AH-197	11	60717275	95643409	9	24	31	HC_page_91_part_1.png	1	1	1
f87c6dcc-1a9e-4df5-962c-1f946e2611f8	10	4835843	86898602	9	19	32	HC_page_84_part_1.png	1	1	1
a824b3bd-34d5-4cc1-a92f-f9d6ac0f1814	9	71455580	141089210	11	21	21	HC_page_60_part_1.png	1	1	1
eadf8482-e60e-4307-adb7-d5c3b9fa6cae	7	49989231	144882103	7	18	36	D3_page_34_part_1.png	0	1	0
CGP_donor_1337223	17	48154795	54905796	6	6	14	LC_page_19_part_2.png	1	1	1
RK101	11	69040190	120528008	5	7	92	LC_page_103_part_2.png	1	1	1
CGP_donor_1230778	1	30154115	107830373	5	10	44	LC_page_34_part_2.png	1	1	1
AOCS-116	5	6523540	170861278	12	26	34	D3_page_83_part_2.png	0	0	1
73d2e8ef-4e10-416a-845b-f48374e48ecb	12	57518989	72095052	19	22	37	HC_page_268_part_1.png	1	1	1
9fefbe7c-f66a-4940-843e-285cb7b392c1	19	12822132	24591286	4	6	27	LC_page_54_part_2.png	1	1	1
CGP_donor_1187033	12	14425084	25928588	6	8	8	LC_page_29_part_1.png	1	1	1
OCCAMS-WG-008	4	10386453	188335991	4	11	67	LC_page_88_part_1.png	1	1	1
ICGC_0087	10	60725577	84090610	7	9	9	HC_page_156_part_2.png	1	1	1
CGP_donor_1353431	15	30027396	46766066	10	10	10	HC_page_45_part_4.png	1	1	1
CGP_donor_1347745	6	22611379	97921915	7	8	30	D3_page_10_part_3.png	0	1	0
TCGA-C8-A12Q	17	29219634	68835867	3	3	27	TCGA-C8-A12Q_chr17_SV_plot.png	0	0	1
CGP_donor_1437411	6	1694508	170873562	57	57	57	HC_page_8_part_4.png	1	1	1
b37d944c-c65c-46d6-bb8b-3eb37cb85b68	15	71116986	102044792	7	7	7	HC_page_75_part_1.png	1	1	1
CGP_donor_1333047	18	47340927	64019671	7	7	9	HC_page_29_part_2.png	1	1	1
PCSI_0392	18	20260488	25314382	4	7	15	LC_page_161_part_4.png	1	1	1
CPCG0340	5	53204904	155545927	9	22	24	HC_page_207_part_2.png	1	1	1
CGP_donor_1425260	11	67115970	94692580	6	6	72	LC_page_25_part_2.png	1	1	1
CGP_donor_1187033	9	17517806	130978055	13	13	13	HC_page_42_part_3.png	1	1	1
CGP_donor_1353428	2	4213463	239950315	4	11	20	D4_page_6_part_4.png	0	0	1
EOPC-018	2	193357450	199873274	12	12	12	HC_page_186_part_3.png	1	1	1
e2d395f8-bf13-4fe4-8031-683b0eedd875	13	19176863	91407141	7	9	11	D3_page_38_part_2.png	0	0	1
5f6df69c-4ebf-4811-8b28-ad393dfbe1a3	20	40210929	55897885	14	16	16	HC_page_248_part_3.png	1	1	1
2d291fa3-f0fd-4bc1-91a6-783863714190	2	744061	80962231	5	9	52	LC_page_205_part_4.png	1	1	1
854e42bc-95b2-4b77-a4b2-ffbd6c28b281	6	1095728	156611836	20	29	135	HC_page_269_part_4.png	1	1	1
d7641ca1-a062-4dd2-9414-447af7311a84	X	12009105	46643912	3	4	14	D4_page_28_part_1.png	0	0	1
CPCG0364	6	1360399	168764390	14	14	38	HC_page_209_part_4.png	1	1	1
CPCG0099	7	48017345	154624761	6	21	46	LC_page_167_part_2.png	1	1	1
2ff6aede-7bcd-440b-99ab-7a023faf658e	5	86635	168032760	88	88	181	HC_page_263_part_3.png	1	1	1
A17-0095_CRUK_PC_0095	21	10575654	45753258	13	17	17	D3_page_123_part_4.png	0	0	1
a824b3bd-34d5-4cc1-a92f-f9d6ac0f1814	6	134899220	141764105	7	17	17	D3_page_26_part_3.png	0	1	0
ICGC_0535	10	89522467	110477428	5	8	8	LC_page_146_part_1.png	1	1	1
ICGC_0055	9	31913973	97303304	9	10	10	HC_page_155_part_3.png	1	1	1
1987b453-f97d-45c7-9c89-b9a33313d645	6	5868963	162834996	5	16	16	D4_page_29_part_3.png	0	0	1
TCGA-P6-A5OH	6	31484126	32041002	1	1	1	TCGA-P6-A5OH_chr6_SV_plot.png	0	0	1
CGP_donor_1691147	18	2636202	13923208	9	11	13	HC_page_21_part_4.png	1	1	1
4eac2c98-86d2-4ee6-a1d3-157d013c78dc	7	2564855	150994792	4	7	9	D4_page_45_part_1.png	0	0	1
CGP_donor_1199104	8	13736456	132773372	6	6	155	LC_page_30_part_2.png	1	1	1
43abe847-4ba7-466e-8283-5d7b80b999a7	5	932078	55824519	7	12	32	HC_page_132_part_3.png	1	1	1
b865dec4-f051-4fbe-9405-f832ff2010d7	17	31353361	66122826	3	3	35	D4_page_30_part_3.png	0	0	1
PCSI_0287	11	31044158	45136475	5	5	5	LC_page_157_part_1.png	1	1	1
74139255-a635-4c87-814d-3dd04ed630a8	9	21130542	26979040	5	9	21	LC_page_68_part_1.png	1	1	1
de7b7cac-f094-4d59-8651-e991e34ea093	4	54660832	64870856	4	7	7	LC_page_70_part_3.png	1	1	1
CGP_donor_1234120	4	53312523	80369667	7	7	29	HC_page_66_part_1.png	1	1	1
OCCAMS-SH-051	10	1449967	129457144	16	63	63	HC_page_95_part_4.png	1	1	1
0072_CRUK_PC_0072	12	38382189	133229840	17	17	17	HC_page_217_part_3.png	1	1	1
c20682a1-f340-430d-99f9-077fe093ed19	10	32651421	125302235	11	16	44	HC_page_260_part_1.png	1	1	1
TCGA-LN-A4A5	8	75038860	132459850	3	4	14	TCGA-LN-A4A5_chr8_SV_plot.png	1	0	0
CPCG0123	17	27075680	55017524	9	9	9	HC_page_192_part_1.png	1	1	1
C0048	2	158092242	161598269	7	7	7	HC_page_104_part_1.png	1	1	1
5116e3b4-2bac-40f5-8046-b9c1783faaa5	7	862136	133957567	7	8	18	D3_page_36_part_2.png	0	0	1
b8a1c8c7-3945-4d84-8f58-3a1a1eb10730	7	25279771	28095993	5	11	14	D3_page_144_part_1.png	0	0	1
CPCG0185	10	11812464	112681665	7	11	22	HC_page_194_part_4.png	1	1	1
MELA-0168	22	17962914	29759005	6	11	15	LC_page_182_part_2.png	1	1	1
0a48873a-092a-4b25-822b-b0b3c18c08a8	5	66641825	177746139	8	8	8	D3_page_93_part_1.png	0	0	1
ICGC_MB34	X	15128807	127701065	7	10	41	HC_page_79_part_2.png	1	1	1
CGP_donor_1347756	10	47144724	120650614	12	21	33	HC_page_67_part_2.png	1	1	1
CGP_donor_1374618	11	26862299	100822979	36	39	39	HC_page_37_part_3.png	1	1	1
e43d3769-e25f-4fb7-9080-ea26defaf094	7	450496	139649312	3	4	4	D4_page_49_part_1.png	0	0	1
3ed614e7-f356-4d87-985b-d3bbbae3bb40	8	60780756	109595289	6	6	40	LC_page_6_part_1.png	1	1	1
700e91bb-d675-41b2-bbbd-935767c7b447	15	35363568	100501028	9	15	15	D3_page_97_part_2.png	0	0	1
8a6d2ce3-cc57-451b-9b07-8263782aa23f	8	20677931	137092373	5	8	33	D4_page_47_part_2.png	0	0	1
748e38b1-2ead-4a0a-8881-d640617b856b	19	1161814	57249555	3	5	22	D4_page_66_part_1.png	0	0	1
5f6df69c-4ebf-4811-8b28-ad393dfbe1a3	11	30885500	99014655	3	3	14	D4_page_55_part_3.png	0	0	1
0df573ee-28f0-4244-b434-09e6ca59fbf0	8	56923598	143961644	4	5	25	LC_page_111_part_1.png	1	1	1
AOCS-107	18	316795	41066402	3	4	51	D4_page_41_part_1.png	0	0	1
73f875cb-bcfc-43ba-ab97-4e94caf836d4	2	82362285	156575950	10	10	10	HC_page_226_part_1.png	1	1	1
283776cd-32e8-4a79-bed1-1411c9d3a9e0	9	1273053	106799638	4	8	63	LC_page_205_part_3.png	1	1	1
MELA-0002	22	17741148	36618400	6	8	13	LC_page_175_part_1.png	1	1	1
8b5746f9-dbee-40bd-9141-1081960cf286	19	3088176	57557538	6	9	90	LC_page_208_part_2.png	1	1	1
PCSI_0450	X	9534069	137725602	6	6	6	LC_page_162_part_2.png	1	1	1
TCGA-P6-A5OH	18	9860193	48461093	1	1	3	TCGA-P6-A5OH_chr18_SV_plot.png	0	0	1
0df573ee-28f0-4244-b434-09e6ca59fbf0	3	84403892	164988872	9	15	33	HC_page_125_part_3.png	1	1	1
AOCS-105	1	34065251	229122654	6	16	16	D4_page_40_part_4.png	0	0	1
EOPC-049	10	129911442	133833453	4	4	4	LC_page_166_part_3.png	1	1	1
A24-0021_CRUK_PC_0021	6	78541847	151587659	13	13	13	HC_page_223_part_3.png	1	1	1
OCCAMS-AH-143	2	32444154	234479820	5	9	41	D4_page_23_part_3.png	0	0	1
MELA-0239	1	36546861	105343304	42	42	63	HC_page_244_part_4.png	1	1	1
f0787165-6f58-4d67-b510-928eea2c4882	20	6046983	13783911	4	5	17	D4_page_19_part_4.png	0	0	1
OCCAMS-RS-024	5	61100033	179629173	8	11	11	HC_page_93_part_4.png	1	1	1
5ed024e8-d05e-4c65-9441-eda9930ccc82	9	66454886	110368911	8	8	14	D3_page_19_part_2.png	0	1	0
7dcc809b-e33a-4453-b92a-c00786f48cb0	11	23550499	126101178	5	11	33	D4_page_46_part_4.png	0	0	1
e7a72f7e-77b1-4d95-8f37-39a6cffc35dc	22	16915315	49000417	4	5	35	LC_page_200_part_1.png	1	1	1
60879669-96c2-4710-82e0-0ae9d0e5b242	12	5197209	121876052	10	18	32	D3_page_142_part_2.png	0	0	1
70939245-41e0-4845-a473-5fef719b9828	4	483333	4943380	6	8	14	LC_page_72_part_4.png	1	1	1
7861a5f2-8910-4bcb-9c34-f79c5acd6e21	8	107480527	115223161	4	7	32	D3_page_22_part_3.png	0	0	1
AOCS-113	1	208032015	248380796	9	24	41	HC_page_145_part_3.png	1	1	1
OCCAMS-AH-071	8	26605057	141712244	5	10	19	LC_page_76_part_4.png	1	1	1
CGP_donor_1410205	8	28416833	125849825	7	7	15	HC_page_46_part_2.png	1	1	1
CGP_donor_1353427	14	41756381	106200525	26	37	39	HC_page_34_part_2.png	1	1	1
CPCG0128	7	106208873	123387813	20	20	20	HC_page_192_part_4.png	1	1	1
A10-0015_CRUK_PC_0015	12	620605	125885779	16	37	37	D3_page_120_part_1.png	0	0	1
7dcc809b-e33a-4453-b92a-c00786f48cb0	8	23266791	145185294	6	12	34	D4_page_46_part_3.png	0	0	1
CGP_donor_GC00002	19	7239458	34549451	6	6	42	LC_page_200_part_3.png	1	1	1
3505f91d-bc66-4732-84b6-18c5b32ca6b8	3	139339810	157007096	3	5	38	D4_page_57_part_1.png	0	0	1
0082_CRUK_PC_0082	6	2865588	18891521	14	14	14	HC_page_219_part_1.png	1	1	1
084c6aec-94f7-4090-8f3f-59fa9e89721a	7	6161338	57778540	9	13	42	HC_page_48_part_2.png	1	1	1
ICGC_MB6	2	15710236	18049954	3	5	58	D4_page_22_part_1.png	0	0	1
CGP_donor_1691133	2	184287853	237379430	11	12	27	HC_page_19_part_2.png	1	1	1
7dcc809b-e33a-4453-b92a-c00786f48cb0	4	25688755	183822954	5	13	26	D4_page_46_part_2.png	0	0	1
PCSI_0472	10	28947349	34511968	13	18	18	HC_page_182_part_1.png	1	1	1
376dfd27-68e8-4a1a-9c4f-5064279b2a9e	14	29694281	42596449	4	5	9	LC_page_120_part_4.png	1	1	1
PCSI_0354	18	4121150	73576993	10	10	10	HC_page_179_part_4.png	1	1	1
0a2a3529-f645-4967-9a58-89ee20b8bb62	8	28068350	48961471	4	7	21	LC_page_40_part_4.png	1	1	1
AOCS-120	9	16411704	136399898	5	15	24	D4_page_41_part_4.png	0	0	1
ICGC_0088	18	27451678	30477084	17	17	17	HC_page_156_part_4.png	1	1	1
RK275	12	86498848	132672926	6	6	6	LC_page_109_part_3.png	1	1	1
A32-0019_CRUK_PC_0019	11	6457815	6743499	7	7	7	D3_page_124_part_2.png	0	1	0
8a6d2ce3-cc57-451b-9b07-8263782aa23f	11	9941489	124824128	5	14	29	D4_page_47_part_3.png	0	0	1
3e5f451a-5882-4914-ae1a-95c898c2bcca	17	37011270	62375856	21	21	21	HC_page_98_part_4.png	1	1	1
TCGA-C8-A130	21	34627519	46366532	3	6	34	TCGA-C8-A130_chr21_SV_plot.png	1	1	1
OCCAMS-ED-003	3	77926901	140720659	9	15	19	HC_page_91_part_2.png	1	1	1
f0c353fd-947c-41e2-b643-3ecc0d69796c	2	27633198	216960765	7	16	25	D3_page_102_part_1.png	0	0	1
0077_CRUK_PC_0077	1	148930966	248810132	53	56	78	HC_page_217_part_4.png	1	1	1
CGP_donor_1691207	3	1488486	168477786	4	6	15	D4_page_4_part_1.png	0	0	1
RK177	8	50712276	144686189	14	17	21	D3_page_67_part_3.png	0	1	0
e786de34-4c21-460f-89ab-008de4347049	1	60949973	65751755	4	5	22	D4_page_60_part_1.png	0	0	1
MELA-0005	5	1027171	19705107	5	6	25	D3_page_126_part_2.png	0	0	1
af37d8f0-fea0-47f6-be0a-2fb55a5da5c4	1	16306658	167711700	5	6	15	LC_page_212_part_1.png	1	1	1
RK256	19	28565715	32327841	5	5	12	LC_page_109_part_2.png	1	1	1
TCGA-D8-A27F	2	142614924	196414857	3	3	5	TCGA-D8-A27F_chr2_SV_plot.png	0	0	1
RK100	4	138117	57689386	7	9	39	HC_page_118_part_3.png	1	1	1
CPCG0183	5	61391468	82150238	11	11	11	HC_page_194_part_1.png	1	1	1
a824b3bd-34d5-4cc1-a92f-f9d6ac0f1814	17	27546652	66832010	4	6	49	D4_page_14_part_3.png	0	0	1
CGP_donor_1437411	1	51871319	244912139	18	18	18	HC_page_7_part_4.png	1	1	1
TCGA-OR-A5JL	12	30243283	66057593	3	3	4	TCGA-OR-A5JL_chr12_SV_plot.png	0	0	1
12824b2b-9c0a-4dcf-8941-34593a4e93da	1	2695318	36867510	13	20	27	HC_page_70_part_2.png	1	1	1
8a6d2ce3-cc57-451b-9b07-8263782aa23f	12	6347743	132991798	4	19	33	D4_page_47_part_4.png	0	0	1
ccd4a24b-d8cc-4686-9dee-c98b0c5a8d21	6	16147315	168229735	5	8	98	D4_page_15_part_3.png	0	0	1
RK100	X	48002589	124488576	5	7	18	LC_page_103_part_1.png	1	1	1
fafd4576-0709-49e1-926f-ad1ee09907ec	3	20473702	196392506	10	22	22	D3_page_37_part_2.png	0	0	1
CGP_donor_1347739	3	103694800	184410665	8	8	18	HC_page_45_part_2.png	1	1	1
TCGA-A8-A06N	8	38206322	64439507	3	3	7	TCGA-A8-A06N_chr8_SV_plot.png	1	0	0
ICGC_0521	4	131685289	183295953	5	16	16	LC_page_145_part_2.png	1	1	1
40e17bf8-6c19-4e5e-b60d-ad54f504a970	22	29683567	49998524	16	16	16	HC_page_247_part_3.png	1	1	1
5b7e557a-6aee-4077-b3cd-c96179e643ae	21	15908074	46609729	8	8	8	D3_page_141_part_3.png	0	0	1
CGP_donor_1353434	6	104620681	144195202	5	5	5	D3_page_7_part_3.png	0	0	1
1557183c-aedd-4df6-b98a-3654667f7b69	14	23971383	48794055	10	13	17	D3_page_15_part_2.png	0	1	0
cb622cd6-776d-4681-8a67-4addd61c66b8	11	5981579	123560469	6	8	26	D4_page_65_part_2.png	0	0	1
CGP_donor_1602529	4	35358971	48132846	11	15	15	HC_page_9_part_1.png	1	1	1
CGP_donor_1397260	6	38510448	42541219	5	12	12	LC_page_24_part_1.png	1	1	1
MELA-0012	11	60665556	76908360	5	9	96	LC_page_177_part_3.png	1	1	1
PCSI_0230	7	38154775	158410033	13	32	52	HC_page_172_part_2.png	1	1	1
2ff6aede-7bcd-440b-99ab-7a023faf658e	13	21166372	114867952	25	25	25	HC_page_264_part_1.png	1	1	1
d8d7a6c2-6427-4f47-968c-6c3affba4617	17	25309656	40138460	3	4	54	D4_page_18_part_3.png	0	0	1
CPCG0158	7	38307844	131180183	7	7	16	HC_page_193_part_2.png	1	1	1
RK191	4	9755982	47376821	5	13	44	LC_page_106_part_3.png	1	1	1
56403463-1727-4c23-a709-de5f168c4073	1	3589401	30700898	5	5	11	D3_page_55_part_3.png	0	0	1
PCSI_0044	6	2763282	35849850	5	8	18	LC_page_147_part_4.png	1	1	1
b43e41af-1d82-4b5f-b8f1-add0510e6b86	20	4186490	34159090	5	8	19	LC_page_56_part_1.png	1	1	1
fd9ee494-65fe-4de4-adff-7952a059b17f	4	21261215	91243140	11	17	17	HC_page_135_part_4.png	1	1	1
AOCS-059	19	7159079	17180659	7	7	31	HC_page_142_part_2.png	1	1	1
TCGA-AO-A0JM	11	27578246	70823655	3	3	9	TCGA-AO-A0JM_chr11_SV_plot.png	0	0	1
e7a72f7e-77b1-4d95-8f37-39a6cffc35dc	19	29150130	38233328	4	7	35	LC_page_199_part_4.png	1	1	1
PCSI_0105	13	34326449	109417492	5	5	34	LC_page_151_part_1.png	1	1	1
ICGC_0087	18	18629528	22549984	5	5	12	LC_page_141_part_1.png	1	1	1
9c274536-3ca1-4f0e-93a8-1688074d862f	17	11629450	33500976	6	7	34	LC_page_8_part_1.png	1	1	1
440375d7-cdcd-418a-8992-0a8ca42d290d	18	2523032	72108189	15	15	15	D3_page_54_part_2.png	0	0	1
CGP_donor_1503150	8	36031131	90557044	4	7	19	LC_page_28_part_1.png	1	1	1
87c217d4-66f4-46ca-8244-7856ce658fd3	10	85982825	129728054	7	7	7	HC_page_281_part_2.png	1	1	1
ICGC_0067	14	82219284	100582142	7	7	7	HC_page_156_part_1.png	1	1	1
CGP_donor_GC00022	2	8672161	139745881	4	7	8	D3_page_134_part_4.png	0	0	1
TCGA-AN-A0AM	10	28589082	126514391	3	4	37	TCGA-AN-A0AM_chr10_SV_plot.png	1	1	1
CGP_donor_1310131	8	37059484	62040279	5	9	35	LC_page_35_part_1.png	1	1	1
ICGC_0486	2	95882672	200533578	9	9	9	HC_page_164_part_1.png	1	1	1
CGP_donor_1503014	8	36316585	58193474	5	5	24	LC_page_26_part_4.png	1	1	1
MELA-0066	17	6966673	74491773	7	21	160	HC_page_234_part_4.png	1	1	1
AOCS-097	1	15828920	34169833	6	6	6	LC_page_131_part_3.png	1	1	1
OCCAMS-SH-038	17	26663234	66204181	4	4	38	LC_page_85_part_2.png	1	1	1
0d66bf6c-eed0-4726-bd5b-3bf6d610b4e0	5	1264136	27017687	3	5	42	D4_page_34_part_1.png	0	0	1
797a71ee-372d-41e5-aeee-5ab3c4661110	20	24187366	56783859	16	16	16	HC_page_6_part_3.png	1	1	1
CGP_donor_GC00033	13	23805570	111156371	5	14	14	D4_page_62_part_3.png	0	0	1
OCCAMS-SH-051	11	83876112	130719233	6	12	23	LC_page_85_part_3.png	1	1	1
PCSI_0230	21	24156719	42334957	8	12	12	HC_page_172_part_4.png	1	1	1
BTCA_donor_A153	1	218376406	246159643	5	8	8	D3_page_1_part_1.png	0	0	1
c88e3901-f3ee-436a-ba80-143c8eab7d69	8	51305779	141554762	6	7	78	LC_page_212_part_4.png	1	1	1
